Feature;Importancia
%_Receber_Orientacao_Tecnica;0.661778
regiao_Sudeste;0.13387243
%_PIB_Agricola;0.06803088
regiao_Norte;0.051052436
Log_Pop_Por_Propriedade;0.036438793
PIB;0.01884106
ONG_Orientacao_Tecnica;0.010595799
regiao_Centro-Oeste;0.010002136
regiao_Nordeste;0.007267187
tipoacao_CAPEX;0.001007696
regiao_Sul;0.00075608183
unidadeorcamentaria_CONAB;0.00027097936
unidadeorcamentaria_EMBRAPA;8.650731e-05
unidadeorcamentaria_INCRA;0.0
